Gene,OrigName,PIRATE_Cluster,Af293_name,Af293_Evalue,VOG,VOG_Evalue,Pfam_hits,SPROT_name,SPROT_Evalue,SPROT_gene,SPROT_taxa,Kingdom,taxon_id,Species
IFM-59361_005046-T1,Afum_IFM_59361_mRNA_10360,g008746_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59361_003489-T1,Afum_IFM_59361_mRNA_10341,g008746_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_001981-T1,Afum_08_12_12_13_mRNA_01947,g008748,NA,NA,NA,NA,Med11=2.3e-43,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_007180-T1,Afum_08_12_12_13_mRNA_07048,g008750,NA,NA,NA,NA,COX7a=8.8e-26,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-46_005263-T1,Afum_08_19_02_46_mRNA_05150,g008753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_000623-T1,Afum_08_12_12_13_mRNA_00611,g008754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_008173-T1,Afum_08_12_12_13_mRNA_08028,g008755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_008561-T1,Afum_08_12_12_13_mRNA_08413,g008756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM09-7500806_001732-T1,Afum_09_7500806_mRNA_10261,g008758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59361_005066-T1,Afum_IFM_59361_mRNA_10370,g008759_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_008050-T1,Afum_12_7504462_mRNA_07853,g008759_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_001709-T1,Afum_08_12_12_13_mRNA_01684,g008760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_007756-T1,Afum_08_12_12_13_mRNA_07619,g008761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFIS1435-CDC-6_000306-T1,Afum_AFIS1435_CDC_6_mRNA_00302,g008762,NA,NA,NA,NA,Tom6=1.9e-06,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_005012-T1,Afum_08_12_12_13_mRNA_04922,g008764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_009846-T1,Afum_08_12_12_13_mRNA_09670,g008765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-30_001650-T1,Afum_08_19_02_30_mRNA_01625,g008766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_007479-T1,Afum_08_12_12_13_mRNA_07347,g008767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM1F1SW-F4_006609-T1,Afum_1F1SW_F4_mRNA_06508,g008768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-10_003565-T1,Afum_AF100_12_10_mRNA_03448,g008769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM09-7500806_000016-T1,Afum_09_7500806_mRNA_00016,g008771_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-36-03-25_003903-T1,Afum_08_36_03_25_mRNA_03744,g008771_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM09-7500806_000013-T1,Afum_09_7500806_mRNA_00013,g008773_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7505446_006111-T1,Afum_12_7505446_mRNA_05993,g008773_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZTEC-8-224_001152-T1,Afum_AZTEC_8_224_mRNA_01133,g008777,NA,NA,NA,NA,Glu-tRNAGln=4.6e-14,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_008067-T1,Afum_12_7504462_mRNA_07870,g008779_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_008007-T1,Afum_12_7504462_mRNA_07810,g008779_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59361_003513-T1,Afum_IFM_59361_mRNA_10351,g008779_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_009321-T1,Afum_08_12_12_13_mRNA_09165,g008785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM10-01-02-27_004296-T1,Afum_10_01_02_27_mRNA_04218,g008788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_003889-T1,Afum_08_12_12_13_mRNA_03810,g008790,NA,NA,NA,NA,CBFD_NFYB_HMF=1.1e-06;Histone=3.8e-18;Histone_H2A_C=3.5e-22,sp|A1CJ10|H2A_ASPCL,1.6e-82,H2A_ASPCL,ASPCL,Eukaryota,344612,Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1)
CM2733_003219-T1,Afum_CM2733_mRNA_03085,g008791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-61407_000233-T1,Afum_IFM_61407_mRNA_00229,g008792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-10A_006212-T1,Afum_AF100_10A_mRNA_05937,g008796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_008370-T1,Afum_08_12_12_13_mRNA_08224,g008797,NA,NA,NA,NA,RCR=1.5e-20,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_000620-T1,Afum_08_12_12_13_mRNA_00608,g008798,NA,NA,NA,NA,Ribosomal_L7Ae=2.9e-28;RNase_P_pop3=6.5e-06,sp|O74690|SNU13_SCHPO,1.2e-55,SNU13_SCHPO,SCHPO,Eukaryota,284812,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
ASFUM08-12-12-13_006934-T1,Afum_08_12_12_13_mRNA_06806,g008800,NA,NA,NA,NA,NA,sp|A1CH57|COX23_ASPCL,2.9e-33,COX23_ASPCL,ASPCL,Eukaryota,344612,Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1)
ASFUM08-12-12-13_005245-T1,Afum_08_12_12_13_mRNA_05154,g008801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_007941-T1,Afum_08_12_12_13_mRNA_07800,g008802,NA,NA,NA,NA,CVNH=3.2e-16,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_007056-T1,Afum_08_12_12_13_mRNA_06927,g008803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM2733_006766-T1,Afum_CM2733_mRNA_06553,g008804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM09-7500806_004204-T1,Afum_09_7500806_mRNA_04054,g008805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_007708-T1,Afum_08_12_12_13_mRNA_07572,g008806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_003372-T1,Afum_08_12_12_13_mRNA_03310,g008807,NA,NA,NA,NA,HSP9_HSP12=3.9e-27,NA,NA,NA,NA,NA,NA,NA
ASFUM117535A-1_001102-T1,Afum_117535A_1_1_mRNA_01086,g008808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_007254-T1,Afum_08_12_12_13_mRNA_07122,g008809,NA,NA,NA,NA,Dabb=1.6e-13,sp|I1RVD6|FUSA4_GIBZE,1.2e-22,FUSA4_GIBZE,GIBZE,Eukaryota,229533,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)
CM2495_008900-T1,Afum_CM2495_mRNA_08713,g008810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-7_000628-T1,Afum_AF100_12_7_mRNA_00614,g008811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZTEC-17-234_000396-T1,Afum_AZTEC_17_234_mRNA_00388,g008812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_005576-T1,Afum_08_12_12_13_mRNA_05481,g008813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_009136-T1,Afum_08_12_12_13_mRNA_08982,g008814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-30_002880-T1,Afum_08_19_02_30_mRNA_02830,g008815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_008172-T1,Afum_08_12_12_13_mRNA_08027,g008816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DMC2AF100-1-18_004429-T1,Afum_DMC2_AF100_1_18_mRNA_04275,g008817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_005038-T1,Afum_08_12_12_13_mRNA_04948,g008818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_008629-T1,Afum_08_12_12_13_mRNA_08481,g008820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO68507EXP_000806-T1,Afum_MO68507EXP_mRNA_00793,g008821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_001945-T1,Afum_08_12_12_13_mRNA_01911,g008822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-10_009717-T1,Afum_08_19_02_10_mRNA_09549,g008823,NA,NA,NA,NA,Hva1_TUDOR=4.1e-15,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_005019-T1,Afum_08_12_12_13_mRNA_04929,g008824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_007022-T1,Afum_08_12_12_13_mRNA_06893,g008825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_007767-T1,Afum_08_12_12_13_mRNA_07630,g008826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-30_008490-T1,Afum_08_19_02_30_mRNA_08336,g008827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_009777-T1,Afum_08_12_12_13_mRNA_09601,g008828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_009430-T1,Afum_08_12_12_13_mRNA_09267,g008829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-61_009557-T1,Afum_08_19_02_61_mRNA_09395,g008830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM2495_000108-T1,Afum_CM2495_mRNA_00106,g008831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_000363-T1,Afum_08_12_12_13_mRNA_00359,g008832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_003460-T1,Afum_08_12_12_13_mRNA_03397,g008833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_001971-T1,Afum_08_12_12_13_mRNA_01937,g008834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_005982-T1,Afum_08_12_12_13_mRNA_05875,g008835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-36-03-25_001868-T1,Afum_08_36_03_25_mRNA_10194,g008843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_002597-T1,Afum_08_12_12_13_mRNA_02549,g008846,NA,NA,NA,NA,Inhibitor_I78=2.7e-08,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_004554-T1,Afum_08_12_12_13_mRNA_04468,g008848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_002528-T1,Afum_08_12_12_13_mRNA_02483,g008849,NA,NA,NA,NA,MOZART1=6.5e-25,sp|A1CQI3|MZT1_ASPCL,4.9e-33,MZT1_ASPCL,ASPCL,Eukaryota,344612,Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1)
ASFUM08-12-12-13_004979-T1,Afum_08_12_12_13_mRNA_04889,g008850_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5269-CDC-24_004171-T1,Afum_B5269_CDC_24_mRNA_04069,g008850_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_003697-T1,Afum_08_12_12_13_mRNA_03624,g008851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_003800-T1,Afum_08_12_12_13_mRNA_03724,g008852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_005820-T1,Afum_08_12_12_13_mRNA_05723,g008853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_006571-T1,Afum_08_12_12_13_mRNA_06446,g008854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_001315-T1,Afum_08_12_12_13_mRNA_01295,g008855,NA,NA,NA,NA,L31=3.3e-47,sp|Q9UR27|RM31_SCHPO,1.3e-28,RM31_SCHPO,SCHPO,Eukaryota,284812,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
ASFUM08-12-12-13_001461-T1,Afum_08_12_12_13_mRNA_01440,g008856,NA,NA,NA,NA,LSM=1.9e-19,sp|Q1H595|LSM2_ARATH,4.5e-37,LSM2_ARATH,ARATH,Eukaryota,3702,Arabidopsis thaliana
ASFUM08-12-12-13_002482-T1,Afum_08_12_12_13_mRNA_02437,g008857,NA,NA,NA,NA,Ribosomal_L32p=5.2e-15,NA,NA,NA,NA,NA,NA,NA
IFM-62516_001074-T1,Afum_IFM_62516_mRNA_01055,g008859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_000239-T1,Afum_08_12_12_13_mRNA_00235,g008860,NA,NA,NA,NA,ATP-synt_J=2.9e-30,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_009530-T1,Afum_08_12_12_13_mRNA_09366,g008861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_008378-T1,Afum_12_7504462_mRNA_08174,g008864,NA,NA,NA,NA,Glutaredoxin=1.1e-20,sp|P55143|GLRX_RICCO,9.2e-31,GLRX_RICCO,RICCO,Eukaryota,3988,Ricinus communis
AFIS1435-CDC-6_000554-T1,Afum_AFIS1435_CDC_6_mRNA_00544,g008865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_003246-T1,Afum_08_12_12_13_mRNA_03185,g008868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_006488-T1,Afum_08_12_12_13_mRNA_06365,g008869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_006862-T1,Afum_08_12_12_13_mRNA_06735,g008871,NA,NA,NA,NA,UCR_14kD=1.3e-45,sp|Q871K1|QCR7_NEUCR,1e-39,QCR7_NEUCR,NEUCR,Eukaryota,367110,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)
CM5757_000290-T1,Afum_CM5757_mRNA_00287,g008886,NA,NA,NA,NA,OTT_1508_deam=1.5e-19,NA,NA,NA,NA,NA,NA,NA
ATCC46645_003546-T1,Afum_ATCC46645_mRNA_10325,g008891,NA,NA,NA,NA,Patatin=8e-15,NA,NA,NA,NA,NA,NA,NA
ASFUM09-7500806_001729-T1,Afum_09_7500806_mRNA_10258,g008895_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM5757_000281-T1,Afum_CM5757_mRNA_00278,g008895_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM5757_009620-T1,Afum_CM5757_mRNA_09439,g008900_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-18_006001-T1,Afum_AF100_12_18_mRNA_05839,g008902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W72310_001603-T1,Afum_W72310_mRNA_09384,g008906,NA,NA,NA,NA,SRF-TF=2e-06,NA,NA,NA,NA,NA,NA,NA
ATCC46645_005133-T1,Afum_ATCC46645_mRNA_10342,g008907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_004981-T1,Afum_08_12_12_13_mRNA_04891,g008911_1,NA,NA,NA,NA,APH=2.5e-25;Choline_kinase=2.3e-07,NA,NA,NA,NA,NA,NA,NA
IFM-62516_005562-T1,Afum_IFM_62516_mRNA_05349,g008911_2,NA,NA,NA,NA,APH=8.6e-30,NA,NA,NA,NA,NA,NA,NA
IFM-59361_004878-T1,Afum_IFM_59361_mRNA_04598,g008914_1,NA,NA,NA,NA,FAD_binding_8=9.5e-12;Ferric_reduct=2.2e-21;NAD_binding_6=1.8e-17,sp|Q3KTM0|FRO7_ARATH,3.1e-28,FRO7_ARATH,ARATH,Eukaryota,3702,Arabidopsis thaliana
IFM-59361_005043-T1,Afum_IFM_59361_mRNA_10540,g008914_2,NA,NA,NA,NA,FAD_binding_8=6.5e-07;Ferric_reduct=2.6e-08,NA,NA,NA,NA,NA,NA,NA
ASFUM10-01-02-27_009743-T1,Afum_10_01_02_27_mRNA_09583,g008924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COH-913_007696-T1,Afum_COH_913_mRNA_10199,g008929,NA,NA,NA,NA,I-set=5.2e-35;I-set=5.2e-35;I-set=5.2e-35;ig=4.1e-14;Ig_3=3.2e-21;THB=8.1e-23,sp|Q8WZ42|TITIN_HUMAN,0,TITIN_HUMAN,HUMAN,Eukaryota,9606,Homo sapiens
ASFUM12-7504462_001920-T1,Afum_12_7504462_mRNA_10405,g008934,NA,NA,NA,NA,F-box=1.1e-06;F-box-like=1.2e-07,NA,NA,NA,NA,NA,NA,NA
ATCC46645_003549-T1,Afum_ATCC46645_mRNA_10328,g008943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM2141_000089-T1,Afum_CM2141_mRNA_00089,g008956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM237_000718-T1,Afum_CM237_mRNA_00704,g008963,NA,NA,NA,NA,TPT=9e-18;UAA=1.2e-07,sp|Q9SKJ7|PT225_ARATH,5.9e-25,PT225_ARATH,ARATH,Eukaryota,3702,Arabidopsis thaliana
ASFUM12-7505220_000281-T1,Afum_12_7505220_mRNA_00278,g008964,NA,NA,NA,NA,APH=1.2e-13;Choline_kinase=4.6e-07,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_008051-T1,Afum_12_7504462_mRNA_07854,g008975,NA,NA,NA,NA,Ank_2=9.8e-26;Ank_2=9.8e-26;Ank_4=2.6e-25,sp|Q5F478|ANR44_CHICK,6.3e-52,ANR44_CHICK,CHICK,Eukaryota,9031,Gallus gallus
COH-762_008996-T1,Afum_COH_762_mRNA_10170,g008992,NA,NA,NA,NA,I-set=3.2e-41;I-set=3.2e-41;ig=9e-21;ig=9e-21;Ig_2=7.1e-19;Ig_3=2.3e-31;Ig_3=2.3e-31,sp|Q8WZ42|TITIN_HUMAN,0,TITIN_HUMAN,HUMAN,Eukaryota,9606,Homo sapiens
ASFUM08-31-08-91_009693-T1,Afum_08_31_08_91_mRNA_09529,g008995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-31-08-91_009094-T1,Afum_08_31_08_91_mRNA_08945,g009001,NA,NA,NA,NA,Zn_clus=2.6e-07,NA,NA,NA,NA,NA,NA,NA
ATCC46645_010592-T1,Afum_ATCC46645_mRNA_10192,g009004,NA,NA,NA,NA,PP2C=3.1e-34;PP2C_2=8.3e-10,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_003969-T1,Afum_08_12_12_13_mRNA_03890,g009008,NA,NA,NA,NA,MATalpha_HMGbox=8.5e-41,sp|O59851|MAT1_FUSOX,2.3e-21,MAT1_FUSOX,FUSOX,Eukaryota,5507,Fusarium oxysporum
Moose312_006606-T1,Afum_Moose_3_1_2_mRNA_06438,g009011,NA,NA,NA,NA,Pkinase=5.1e-12;PK_Tyr_Ser-Thr=7e-08,NA,NA,NA,NA,NA,NA,NA
AP65_003784-T1,Afum_AP65_mRNA_03695,g009014_1,NA,NA,NA,NA,HSF_DNA-bind=2e-14,NA,NA,NA,NA,NA,NA,NA
COH-400_010642-T1,Afum_COH_400_mRNA_10289,g009014_2,NA,NA,NA,NA,HSF_DNA-bind=1.4e-14,NA,NA,NA,NA,NA,NA,NA
AF100-10A_004710-T1,Afum_AF100_10A_mRNA_04510,g009019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_008002-T1,Afum_12_7504462_mRNA_07805,g009021_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_008072-T1,Afum_12_7504462_mRNA_07875,g009021_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59361_003502-T1,Afum_IFM_59361_mRNA_10349,g009021_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_008027-T1,Afum_12_7504462_mRNA_07830,g009021_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59361-1_010421-T1,Afum_IFM_59361_1_mRNA_10223,g009021_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_008934-T1,Afum_08_12_12_13_mRNA_08781,g009029,NA,NA,NA,NA,Patatin=3.6e-21,sp|Q9NP80|PLPL8_HUMAN,1.7e-23,PLPL8_HUMAN,HUMAN,Eukaryota,9606,Homo sapiens
ASFUM08-12-12-13_002484-T1,Afum_08_12_12_13_mRNA_02439,g009037,NA,NA,NA,NA,Spindle_Spc25=2.2e-23,sp|Q2UPH5|SPC25_ASPOR,8.6e-150,SPC25_ASPOR,ASPOR,Eukaryota,510516,Aspergillus oryzae (strain ATCC 42149 / RIB 40)
ATCC46645_009889-T1,Afum_ATCC46645_mRNA_09507,g009038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM09-7500806_001709-T1,Afum_09_7500806_mRNA_10238,g009041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_006362-T1,Afum_08_12_12_13_mRNA_06239,g009042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFIS-23107-CDC-12_009886-T1,Afum_AFIS_23107_CDC_12_mRNA_09643,g009050,NA,NA,NA,NA,Rad52_Rad22=4.7e-42,sp|P36592|RAD22_SCHPO,1.2e-35,RAD22_SCHPO,SCHPO,Eukaryota,284812,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
ATCC46645_009881-T1,Afum_ATCC46645_mRNA_09499,g009056_2,NA,NA,NA,NA,Sulfotransfer_4=2.6e-19,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_003728-T1,Afum_08_12_12_13_mRNA_03654,g009073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_002561-T1,Afum_08_12_12_13_mRNA_02513,g009078,NA,NA,NA,NA,Tctex-1=1.6e-35,NA,NA,NA,NA,NA,NA,NA
F18304_007017-T1,Afum_F18304_mRNA_06925,g009080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-46_007069-T1,Afum_08_19_02_46_mRNA_06917,g009084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59355-1_007592-T1,Afum_IFM_59355_1_mRNA_07456,g009085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM117535A-1_003100-T1,Afum_117535A_1_1_mRNA_03047,g009086,NA,NA,NA,NA,BTB=1.2e-10,NA,NA,NA,NA,NA,NA,NA
CF098_001901-T1,Afum_CF098_mRNA_01890,g009096,NA,NA,NA,NA,Ribosomal_S10=5.4e-27,sp|P23403|RS20_XENLA,1.2e-44,RS20_XENLA,XENLA,Eukaryota,8355,Xenopus laevis
ASFUM08-19-02-46_005328-T1,Afum_08_19_02_46_mRNA_05213,g009100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM2495_001680-T1,Afum_CM2495_mRNA_09841,g009101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_008003-T1,Afum_12_7504462_mRNA_07806,g009105_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_008071-T1,Afum_12_7504462_mRNA_07874,g009105_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59361_001877-T1,Afum_IFM_59361_mRNA_10324,g009105_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-46_000398-T1,Afum_08_19_02_46_mRNA_00390,g009107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM09-7500806_009883-T1,Afum_09_7500806_mRNA_09638,g009110,NA,NA,NA,NA,AAA_28=2.2e-28,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-10_002864-T1,Afum_08_19_02_10_mRNA_02809,g009112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-11A_002256-T1,Afum_AF100_11A_mRNA_02161,g009113,NA,NA,NA,NA,Sec61_beta=8.2e-19,sp|Q9HFC7|SC61B_YARLI,6e-31,SC61B_YARLI,YARLI,Eukaryota,284591,Yarrowia lipolytica (strain CLIB 122 / E 150)
AF100-12-2_004802-T1,Afum_AF100_12_2_mRNA_04639,g009121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-32_008005-T1,Afum_AF100_12_32_mRNA_07855,g009122,NA,NA,NA,NA,FKBP_C=6.4e-26,sp|Q4W9R2|FKB1B_ASPFU,6.8e-73,FKB1B_ASPFU,ASPFU,Eukaryota,330879,Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100)
ASFUM117535A-1_001122-T1,Afum_117535A_1_1_mRNA_01106,g009126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-35_003739-T1,Afum_AF100_12_35_mRNA_03614,g009127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_002921-T1,Afum_08_12_12_13_mRNA_02870,g009128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
